ethernetInput ethernetOutput mobileInput mobileOutput wifiInput wifiOutput sumInput sumOutput
0.0 0.0 0.4838671875 25.1258398438 1.07692382812 65.8511328125 1.56079101562 90.9769726562 
0.857548828125 28.740078125 0.5430078125 25.4791796875 1.24715820312 66.2644433594 2.64771484375 120.483701172 
2.24698242187 84.4838378906 0.35197265625 14.825390625 1.4656640625 60.7631347656 4.06461914063 160.072363281 
2.08581054687 87.9266308594 0.4201953125 17.0503515625 1.38943359375 59.7847070313 3.89543945312 164.761689453 
2.13991210937 90.1856445313 0.49869140625 20.5001074219 1.37771484375 56.247265625 4.01631835938 166.933017578 
2.15310546875 91.2464453125 0.128701171875 5.231484375 1.53473632812 64.2140722656 3.81654296875 160.692001953 
2.10123046875 89.0039453125 0.235341796875 9.50693359375 1.46081054687 61.88796875 3.7973828125 160.398847656 
1.78466796875 81.6584179688 0.126875 5.09935546875 1.31776367188 59.0354785156 3.22930664063 145.793251953 
2.0233984375 87.8952734375 0.093076171875 3.94694335938 1.45903320312 62.6130566406 3.5755078125 154.455273437 
1.88284179687 86.03171875 0.230615234375 10.0518359375 1.31897460938 57.9900195312 3.43243164062 154.073574219 
1.77401367187 82.54875 0.146455078125 7.02099609375 1.039140625 49.6825976563 2.959609375 139.25234375 
1.54712890625 73.4648046875 0.23357421875 8.6726953125 1.05001953125 52.7826074219 2.83072265625 134.920107422 
2.03862304688 85.8131347656 0.49330078125 20.5426757813 1.44844726563 63.9557226563 3.98037109375 170.311533203 
2.09215820312 89.3948925781 0.3337890625 13.5567773437 1.508671875 63.6425292969 3.93461914063 166.594199219 
1.870625 81.8597460938 0.4519140625 18.8637207031 1.1077734375 46.490625 3.4303125 147.214091797 
2.00470703125 85.8347460937 0.1519921875 6.04505859375 1.30029296875 56.3429785156 3.4569921875 148.222783203 
1.92666992188 86.6943652344 0.0897265625 4.04036132812 1.310546875 58.2900097656 3.32694335937 149.024736328 
1.96728515625 86.6862597656 0.42416015625 17.1929394531 1.26380859375 56.151640625 3.65525390625 160.030839844 
1.97689453125 86.8621679688 0.137587890625 5.80248046875 1.34184570312 60.7068359375 3.456328125 153.371484375 
1.94223632812 86.5023144531 0.168037109375 6.37995117187 1.32314453125 57.2653515625 3.43341796875 150.147617188 
2.067109375 89.5039550781 0.24244140625 10.1636523437 1.40764648438 61.4445019531 3.71719726562 161.112109375 
1.88696289062 80.5295507812 0.0 0.0 1.2188671875 52.5985058594 3.10583007812 133.128056641 
1.88 86.4640039062 0.22337890625 9.8061328125 1.3816015625 63.9424316406 3.48498046875 160.212568359 
2.05526367188 89.5534179687 0.510615234375 21.8990625 1.46202148437 59.3502441406 4.02790039062 170.802724609 
2.06856445313 89.4843554687 0.177080078125 6.82763671875 1.378203125 60.3722753906 3.62384765625 156.684267578 
2.02559570313 87.2109277344 0.339326171875 13.7623339844 1.21323242187 51.6758105469 3.57815429688 152.649072266 
EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest 
