    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1442.21  59219.28      0.00      0.00
 1642.56  66977.23      0.00      0.00
 1648.23  67869.73      1.15      0.00
 1637.04  67870.71      0.00      0.00
 1646.91  67869.08      0.00      0.00
 1647.27  67871.46      0.00      0.00
 1666.48  67867.73      0.00      0.00
 1656.03  67878.63      0.32      0.00
 1664.51  67870.78      0.00      0.00
 1719.07  67868.95      0.00      0.00
 1698.56  67865.08      0.00      0.00
 1680.91  67878.41      0.00      0.00
 1721.16  67870.63      0.00      0.00
 1709.10  67870.44      0.32      0.00
 1638.63  67874.69      0.00      0.00
 1677.51  67866.51      0.00      0.00
 1656.03  67868.74      0.00      0.00
 1673.34  67872.26      0.00      0.00
 1656.59  67872.06      1.15      0.00
 1637.34  67863.66      0.00      0.00
 1682.62  67882.47      0.00      0.00
 1649.76  67860.23      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1645.55  67869.08      0.00      0.00
 1663.15  67868.91      0.00      0.00
 1637.52  67655.18      0.32      0.00
 1667.12  68097.12      0.00      0.00
 1620.79  67739.25      0.00      0.00
 1691.25  68000.75      0.00      0.00
 1697.82  67862.34      0.00      0.00
 1644.45  67878.96      0.32      0.00
 1668.84  67869.89      0.00      0.00
 1634.35  67879.22      0.00      0.00
 1650.42  67859.59      0.00      0.00
 1652.45  67871.86      0.00      0.00
 1653.64  67871.39      0.00      0.00
 1650.06  67880.37      0.32      0.00
 1641.33  67865.62      0.00      0.00
 1641.80  67867.49      0.00      0.00
 1665.51  67863.51      0.00      0.00
 1648.25  67880.47      0.00      0.00
 1675.95  67742.48      0.32      0.00
 1664.39  67907.60      0.00      0.00
 1655.31  67961.96      0.00      0.00
 1655.75  67869.54      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1655.74  67872.34      0.00      0.00
  542.61  21857.19      0.00      0.00
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    1.15      0.00      0.83      0.00
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
