    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1283.71  57570.73   1146.50  52768.67
 1319.16  67748.37   1297.78  71315.33
 1167.52  67812.71   1152.27  70819.95
 1155.48  67861.35   1195.54  71906.70
 1244.17  67802.48   1344.10  71815.52
 1149.27  67831.57   1181.71  71458.77
 1443.05  67919.13   1544.83  71535.37
 1381.50  67464.86   1519.83  71546.70
 1504.44  67880.49   1602.84  72060.89
 1085.40  67870.67   1189.26  72048.98
 1299.80  67880.98   1352.81  72058.46
 1178.52  67870.91   1176.57  72048.50
 1090.13  65379.95   1198.98  72015.21
 1551.41  66363.27   1706.06  72085.06
 1978.07  66368.51   1980.15  72036.02
 1860.19  64805.83   2153.25  68984.59
 1981.07  67810.99   2077.64  72017.59
 1996.42  67903.91   2106.82  72057.38
 2040.03  67883.89   2086.39  72073.47
 2067.00  67883.83   2112.88  71822.07
 2042.05  67855.61   2149.24  72060.65
 1947.35  67883.53   1870.68  65166.34
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 2077.77  67834.18   2069.30  71413.18
 2152.22  67914.90   2142.96  72071.98
 1980.76  67854.60   2096.34  71062.41
 2090.10  67870.50   2099.61  70181.47
 1967.90  67854.90   1986.67  69194.50
 2138.53  67874.48   2079.45  68760.63
 2182.40  67882.61   2121.23  68026.25
 2029.24  67882.34   2169.11  72059.90
 2021.91  67854.66   2088.18  72021.48
 2072.76  67866.37   2116.22  71707.98
 1903.08  67892.34   2114.81  71521.73
 1935.94  67870.76   2360.42  62539.89
 2093.81  67860.77   2149.58  72054.14
 2024.40  67887.38   2161.43  72044.97
 2022.58  67866.82   2068.04  72047.11
 1947.91  67858.40   2077.35  72035.96
 1972.99  67790.94   2038.85  71906.73
 1971.47  67932.07   2148.73  72168.07
 2037.76  67903.77   2118.35  72057.24
 2120.45  67871.53   2102.36  71740.42
 1392.58  42715.53   1830.46  32616.65
 1923.11  67877.12   2057.23  72002.73
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1976.08  67865.53   2054.23  72081.68
  788.37  26288.69    823.82  26649.90
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.83      0.00      0.83      0.00
    0.32      0.00      0.00      0.00
    0.00      0.00      0.32      0.00
