    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1072.60  61022.10    938.47  55896.52
 1055.54  67389.63   1227.24  72005.85
 1082.41  66656.21   1015.74  71301.08
  905.08  63931.57    971.39  67259.22
 1355.08  66516.44   1454.91  70445.38
  747.60  60732.44    752.67  63294.59
  837.18  63911.02    777.54  66716.64
 1191.09  66611.59   1332.31  70072.09
 1336.60  67881.32   1362.26  72046.85
 1020.15  67871.91   1047.65  72052.51
 1157.25  67856.96   1140.95  72047.88
 2051.19  67882.21   2225.31  72051.42
 1953.78  67868.62   1988.37  72048.29
 2122.91  67845.61   2177.65  72017.19
 2142.02  67894.17   2254.99  72071.72
 1871.60  67876.31   2043.35  72055.67
 1858.12  67843.48   2033.84  72035.78
 1948.90  67868.00   2023.10  72049.10
 1773.51  64252.25   1969.36  72067.01
 1949.34  67040.25   2079.04  71140.77
 2068.48  68717.44   2196.97  72965.86
 2052.51  67872.68   2112.76  72054.07
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 2102.32  67870.44   2198.10  72059.97
 2045.50  67884.01   2305.55  72043.79
 1935.15  67871.73   2121.63  72053.06
 2044.79  67847.16   2130.08  72052.42
 2033.85  67895.16   2160.39  72049.56
 1998.70  67866.61   2159.32  72048.36
 1883.04  67811.47   2047.49  72037.87
 1667.69  59665.34   1787.40  66791.62
  598.01  33776.40    504.53  29639.44
    0.00     11.97      0.00     11.97
    0.00     11.97      0.00     11.97
    0.00      0.00      0.00      0.00
   36.94   1712.25      0.32     11.97
 1806.87  67867.01      0.00      0.00
 1876.53  67874.99      0.00      0.00
 1354.80  66241.76    616.03  36559.17
  844.20  51077.02   1185.55  63207.89
 1592.65  67879.43    158.71   8580.63
 1577.94  67872.28    211.71     13.92
 1013.67  67740.85   1110.46  66215.56
 1710.30  67252.13   1574.84  59885.29
 1852.79  67864.87   1819.45  72034.74
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 2041.18  67874.83   2052.50  72062.64
  452.03  15621.16    499.80  11983.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.83      0.00      1.15      0.00
    0.32      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
