ethernetInput ethernetOutput mobileInput mobileOutput wifiInput wifiOutput sumInput sumOutput
1.25002929687 55.6431933594 0.581767578125 23.1281347656 0.8612109375 47.387890625 2.6930078125 126.15921875 
1.31599609375 72.6243652344 0.507060546875 26.0247753906 0.979609375 62.8182128906 2.80266601562 161.467353516 
1.3916015625 70.1377050781 0.554990234375 25.9262695312 1.09760742188 60.514765625 3.04419921875 156.578740234 
1.46932617187 64.7555957031 0.7534765625 26.1471972656 1.2784765625 62.2324316406 3.50127929687 153.135224609 
1.52900390625 71.7183789062 0.808447265625 26.9780175781 1.3360546875 64.99953125 3.67350585938 163.695927734 
1.07958984375 74.1931445312 0.516884765625 26.9732324219 0.93474609375 66.301328125 2.53122070312 167.467705078 
1.46338867187 72.0984960938 0.50830078125 27.0816308594 1.11215820312 66.2728808594 3.08384765625 165.453007813 
1.38928710938 69.1003808594 0.574697265625 26.3854589844 1.0283203125 65.4212109375 2.9923046875 160.907050781 
1.13202148438 58.7412792969 0.45322265625 23.3716992187 0.90703125 61.4920019531 2.49227539063 143.604980469 
1.31895507812 75.4519921875 0.52458984375 26.7773828125 0.888623046875 66.2906152344 2.73216796875 168.519990234 
1.55723632812 69.7560546875 0.606337890625 25.9018066406 1.255 66.2470410156 3.41857421875 161.904902344 
1.4187109375 74.898984375 0.5415625 26.674609375 1.09188476562 66.3102539062 3.05215820312 167.883847656 
1.34256835937 74.2696777344 0.47328125 26.7878710937 1.01024414063 66.2698046875 2.82609375 167.327353516 
EthernetDown EthernetDown EthernetDown EthernetDown EthernetDown EthernetDown EthernetDown EthernetDown 
1.39609375 77.48234375 0.505390625 27.4580078125 1.12921875 66.2904882813 3.030703125 171.230839844 
0.0 0.0 0.634775390625 26.0752636719 1.2359375 66.2465039062 1.87071289062 92.3217675781 
0.0 0.0 0.509951171875 24.752890625 1.2497265625 66.2550878906 1.75967773438 91.0079785156 
0.0 0.0 0.63318359375 26.0903222656 1.2801171875 66.3388085938 1.91330078125 92.4291308594 
0.0 0.0 0.61439453125 27.0035742187 1.38845703125 66.2776464844 2.0028515625 93.2812207031 
0.0 0.0 0.60171875 25.3298144531 1.27709960938 66.2763867188 1.87881835937 91.6062011719 
0.0 0.0 0.62625 27.3524511719 1.42715820313 66.2863183594 2.05340820313 93.6387695313 
WifiDown WifiDown WifiDown WifiDown WifiDown WifiDown WifiDown WifiDown 
0.0 0.0 0.65830078125 26.1643945313 1.34131835937 66.2809082031 1.99961914063 92.4453027344 
0.0 0.0 0.54755859375 22.6947167969 0.1987890625 7.65684570312 0.74634765625 30.3515625 
0.0 0.0 0.511357421875 20.9126953125 0.0 0.0 0.511357421875 20.9126953125 
0.0 0.0 0.6225 25.4837304688 0.0 0.0 0.6225 25.4837304688 
0.0 0.0 0.63884765625 25.9682617188 0.0003125 0.0 0.63916015625 25.9682617188 
0.0 0.0 0.60560546875 24.8267382813 0.0 0.0 0.60560546875 24.8267382813 
