    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1205.17  57712.47    976.58  48086.57
 1331.02  66944.13   1312.50  69732.97
 1251.45  67417.59   1288.34  70580.04
 1654.34  67850.74   1682.49  70402.76
 1444.59  67871.32   1498.54  71773.62
 1381.66  66974.99   1420.89  70209.31
 1343.35  67100.45   1343.35  69698.74
 1106.94  58851.08   1119.55  57401.81
 1313.75  51860.17   1329.76  51508.78
 1635.71  58097.86   1573.72  59628.50
 2074.06  67913.11   1998.50  67649.51
 1903.77  67863.35   1994.56  70223.71
 2095.02  67881.68   2077.45  68119.98
 2079.95  67875.90   1972.55  65829.22
 2142.32  67859.78   2013.95  69283.99
 2005.97  67878.10   2041.83  72068.84
 2073.97  67866.42   2072.05  72045.97
 1674.61  49722.57   2316.88  45868.35
 1720.17  59321.90   1653.20  62176.59
 2093.04  65787.92   2065.56  64214.86
 1744.07  67484.23   1872.90  70945.68
 2044.32  67589.22   2021.52  71812.25
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1918.11  68157.51   1905.88  72060.49
 1801.94  65928.65   2262.21  59574.25
 1822.53  67881.43   1928.76  71836.07
 2004.83  67826.77   1938.07  72052.44
 2101.50  67891.08   2090.06  69544.33
 1998.90  67871.44   1909.18  65387.79
 1976.32  67875.73   1891.16  65278.94
 2135.78  67849.47   2079.55  68807.96
  768.59  34330.61    810.26  27363.94
 1051.52  29833.04      0.00     11.97
 1948.67  67876.76      0.00      0.00
 2023.46  67868.11      0.00     11.97
 1784.62  67875.13      0.00      0.00
  723.08  38469.46      0.32      0.00
    5.20     12.70      0.00     11.97
    0.00      0.00    247.51   9687.72
   27.51     11.92   1399.76  72062.97
    0.32      0.00   1596.68  72049.83
    0.00      0.00   1549.69  72049.71
 1216.64  63236.12   1344.31  72045.84
 1464.98  67875.04   1561.87  72054.36
 1230.86  67857.99   1255.12  72051.19
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1035.84  67881.39   1123.92  72047.40
  351.85  16603.81    312.98  15625.47
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    1.16      0.00      0.84      0.00
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
