    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1394.01  56695.44   1298.56  53764.34
 1556.83  67025.57   1621.98  70027.14
 1534.57  66426.56   1614.77  68877.19
 1557.77  66564.87   1508.72  65278.74
 1530.23  67636.57   1489.43  70726.78
 1426.03  66925.81   1486.02  71203.07
 1610.76  67802.02   1713.06  71495.21
 1485.92  67516.91   1544.47  71249.86
 1502.38  67878.93   1591.50  72064.28
 1484.22  66596.62   1563.80  69420.22
 1477.35  67865.53   1553.36  72046.33
 1404.27  67874.10   1511.80  72049.15
 1618.02  67383.94   1642.32  70651.94
 1582.04  66930.26   1663.09  70728.18
 1371.27  66967.60   1437.96  70065.27
 1532.41  67037.12   1745.40  70646.42
 1606.29  67874.74   1648.95  71177.69
 1682.90  67384.85   1800.51  70753.84
 1329.35  66831.29   1362.33  68459.79
 1671.08  65887.09   1664.60  67267.47
 1495.83  67606.65   1564.93  71266.66
 1607.09  67406.14   1709.12  71230.80
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1642.69  67590.85   1688.64  71500.90
 1483.47  67872.85   1578.18  72049.58
 1570.23  67570.92   1658.80  71139.61
 1571.65  67089.65   1575.73  69663.14
 1447.75  67886.83   1512.67  72056.45
 1602.06  66274.09   1688.29  68590.08
 1514.84  67965.59   1573.72  71667.37
 1505.11  67875.66   1559.84  72047.83
  531.80  25619.83    565.25  27101.71
  411.95  46426.33    849.79  41275.44
 1023.10  66409.48   1009.51  58653.05
 2006.69  67835.45   2015.80  67062.64
 2039.43  67924.87   1972.60  68340.80
 1945.15  67873.11   1998.14  70008.33
 2009.14  67883.47   1952.51  65676.17
 1888.94  67869.40   1833.09  68755.54
 1945.46  67862.22   1993.09  67881.72
 1908.74  67889.86   1931.75  66396.57
 2002.82  67847.25   1976.28  67733.45
 1943.88  67899.84   1927.80  67321.64
 1913.18  67869.33   1907.61  69082.26
 1911.03  66533.26   1821.77  57865.51
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 2059.20  64292.54   1868.69  61085.97
  762.04  20028.10    826.18  28054.67
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    1.15      0.00      0.83      0.00
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
