ethernetInput ethernetOutput mobileInput mobileOutput wifiInput wifiOutput sumInput sumOutput
1.00162109375 59.5805761719 0.561689453125 23.3669335938 0.740703125 42.6814550781 2.30401367187 125.628964844 
0.95927734375 75.65015625 0.379189453125 27.0665332031 0.7812890625 65.4273632812 2.11975585938 168.144052734 
1.7804296875 67.1034667969 1.03814453125 27.0306738281 1.71743164063 64.4816601563 4.53600585938 158.615800781 
1.08455078125 77.2121972656 0.47341796875 27.207890625 0.89998046875 66.2036523437 2.45794921875 170.623740234 
1.067109375 72.6347753906 0.374755859375 27.1211425781 0.76189453125 66.2828125 2.20375976563 166.038730469 
1.1699609375 79.9738574219 0.488447265625 27.4234472656 0.897255859375 66.2902929687 2.5556640625 173.687597656 
1.15327148438 75.0536914062 0.4458984375 27.0271679687 1.00310546875 66.2125292969 2.60227539063 168.293388672 
1.1616796875 74.793515625 0.525556640625 27.2343457031 0.852470703125 66.3497558594 2.53970703125 168.377617187 
1.0181640625 82.1292089844 0.491259765625 27.8724804687 0.84478515625 66.2650585937 2.35420898438 176.266748047 
1.16727539062 77.160390625 0.511875 27.3776367188 0.977548828125 66.2914160156 2.65669921875 170.829443359 
0.933642578125 65.2587597656 0.364970703125 23.9592382812 0.841884765625 64.3394433594 2.14049804687 153.557441406 
1.0553515625 68.2610644531 0.492939453125 24.71640625 1.10361328125 63.0334082031 2.65190429688 156.010878906 
1.09567382813 65.2516894531 0.590537109375 25.7679589844 1.08186523437 63.4929003906 2.76807617188 154.512548828 
0.723916015625 46.1947753906 0.31482421875 19.0750488281 0.57451171875 47.4715234375 1.61325195313 112.741347656 
EthernetDown EthernetDown EthernetDown EthernetDown EthernetDown EthernetDown EthernetDown EthernetDown 
0.0 0.0 0.504091796875 21.9604785156 0.880224609375 62.916171875 1.38431640625 84.8766503906 
0.0 0.0 0.448232421875 25.9559960937 0.933408203125 65.8173242188 1.381640625 91.7733203125 
0.0 0.0 0.54341796875 25.5488378906 1.27360351563 66.2942871094 1.81702148438 91.843125 
0.0 0.0 0.507421875 23.9136816406 1.33627929687 65.5340527344 1.84370117187 89.447734375 
0.0 0.0 0.476572265625 23.6971386719 1.16627929687 66.2793261719 1.6428515625 89.9764648437 
0.0 0.0 0.453564453125 23.8481933594 1.0924609375 66.2823046875 1.54602539063 90.1304980469 
WifiDown WifiDown WifiDown WifiDown WifiDown WifiDown WifiDown WifiDown 
0.0 0.0 0.61587890625 25.4698632812 1.19287109375 66.2641894531 1.80875 91.7340527344 
0.0 0.0 0.655185546875 24.2270898438 0.16361328125 7.83151367188 0.818798828125 32.0586035156 
0.0 0.0 0.6330078125 23.7465234375 0.0 0.0 0.6330078125 23.7465234375 
0.0 0.0 0.5924609375 24.4390917969 0.0 0.0 0.5924609375 24.4390917969 
0.0 0.0 0.43203125 17.551640625 0.0003125 0.0 0.43234375 17.551640625 
0.0 0.0 0.555947265625 22.887265625 0.0 0.0 0.555947265625 22.887265625 
0.0 0.0 0.592158203125 24.1727636719 0.0 0.0 0.592158203125 24.1727636719 
WifiUp WifiUp WifiUp WifiUp WifiUp WifiUp WifiUp WifiUp 
0.0 0.0 0.65595703125 24.5095117188 0.0 0.0 0.65595703125 24.5095117188 
0.0 0.0 0.603232421875 26.3352246094 0.51037109375 26.4974414063 1.11360351562 52.8326660156 
0.0 0.0 0.529912109375 25.3686035156 1.19080078125 66.2719726562 1.72071289063 91.6405761719 
0.0 0.0 0.536806640625 25.7966015625 1.15822265625 66.2902832031 1.69502929688 92.0868847656 
0.0 0.0 0.53107421875 25.7501269531 1.115703125 66.2660449219 1.64677734375 92.016171875 
0.0 0.0 0.52478515625 24.5997753906 1.164765625 66.2956347656 1.68955078125 90.8954101562 
0.0 0.0 0.51884765625 25.0688183594 1.1075 66.2673730469 1.62634765625 91.3361914062 
EthernetUp EthernetUp EthernetUp EthernetUp EthernetUp EthernetUp EthernetUp EthernetUp 
0.0 0.00068359375 0.56482421875 24.6767382812 1.06321289063 66.2881640625 1.62803710938 90.9655859375 
0.468759765625 30.68546875 0.468623046875 26.4713671875 0.906572265625 66.2794238281 1.84395507813 123.436259766 
0.811083984375 70.8812988281 0.531103515625 26.7920507813 0.78357421875 66.2866796875 2.12576171875 163.960029297 
1.0812890625 75.6016992187 0.4199609375 27.3789550781 0.8946875 66.2686230469 2.3959375 169.249277344 
0.8865234375 73.3309375 0.37796875 27.4933300781 0.682373046875 66.2805175781 1.94686523437 167.104785156 
0.775556640625 80.7231640625 0.497080078125 27.3411621094 0.729892578125 66.2710742188 2.00252929687 174.335400391 
1.01025390625 74.9327929687 0.496728515625 27.1453613281 0.8228125 66.2945703125 2.32979492188 168.372724609 
1.19630859375 62.3740429687 0.41533203125 25.420625 1.03161132812 66.2742675781 2.64325195312 154.068935547 
0.903623046875 73.383203125 0.45498046875 26.303046875 0.72623046875 66.2873046875 2.08483398437 165.973554687 
1.0811328125 66.5078808594 0.514599609375 25.7416308594 0.99697265625 66.2748535156 2.59270507812 158.524365234 
1.1569140625 71.5101464844 0.470888671875 25.4946289062 0.983671875 66.26828125 2.61147460938 163.273056641 
1.02427734375 75.7655175781 0.38158203125 26.5081347656 0.798349609375 66.2520410156 2.20420898437 168.525693359 
0.969658203125 80.5180957031 0.392080078125 27.4123828125 0.779443359375 66.3268164063 2.14118164063 174.257294922 
1.07142578125 79.6124023438 0.53486328125 27.3821972656 0.926005859375 66.2672851562 2.53229492188 173.261884766 
0.96609375 76.3174121094 0.4437890625 26.9620214844 0.84025390625 66.2907519531 2.25013671875 169.570185547 
1.13151367188 76.8474414062 0.426103515625 27.2962402344 0.78322265625 66.278203125 2.34083984375 170.421884766 
1.11265625 71.9807226562 0.4887109375 27.1327050781 0.982431640625 66.2780566406 2.58379882812 165.391484375 
1.1750390625 66.0229980469 0.57953125 27.3763183594 1.326015625 66.2673632812 3.0805859375 159.666679687 
1.19609375 58.3801171875 0.629169921875 28.306171875 1.38338867187 65.3489355469 3.20865234375 152.035224609 
1.33890625 62.5449902344 0.712646484375 27.8423535156 1.38168945312 63.0317089844 3.4332421875 153.419052734 
1.49598632813 67.2818847656 0.65099609375 27.7337890625 1.43376953125 63.0803027344 3.58075195313 158.095976562 
1.45505859375 64.1330273438 0.6694921875 28.3103613281 1.49915039063 66.2837890625 3.62370117188 158.727177734 
1.42505859375 61.2230566406 0.68046875 27.9302929687 1.56995117188 66.2788476562 3.67547851563 155.432197266 
1.46216796875 66.2131347656 0.659443359375 27.9050097656 1.51647460937 66.1749511719 3.6380859375 160.293095703 
1.49205078125 66.5018652344 0.675068359375 28.2633984375 1.510078125 65.6911621094 3.67719726562 160.456425781 
1.51373046875 66.508671875 0.672265625 28.2242089844 1.5009375 65.6943847656 3.68693359375 160.427265625 
EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest EndOfTheTest 
