    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1450.40  58833.26      0.00      0.00
 1642.98  67305.87      0.00      0.00
 1660.50  67814.45      1.16      0.00
 1641.26  67862.37      0.00      0.00
 1661.00  67880.55      0.00      0.00
 1652.10  67863.47      0.00      0.00
 1531.60  62188.94      0.00      0.00
 1640.63  67531.84      0.00      0.00
 1596.69  67878.90      0.32      0.00
 1774.44  67771.34      0.00      0.00
 1693.15  67881.99      0.00      0.00
 1662.43  67879.26      0.00      0.00
 1733.21  67864.79      0.00      0.00
 1704.30  67860.40      0.32      0.00
 1668.13  67871.43      0.00      0.00
 1642.54  67876.40      0.00      0.00
 1652.78  67872.36      0.00      0.00
 1618.23  67875.92      0.00      0.00
 1742.88  67869.96      0.83      0.00
 1641.67  67868.30      0.32      0.00
 1641.69  67868.20      0.00      0.00
 1651.13  67869.56      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1638.99  67872.21      0.00      0.00
 1666.50  67870.10      0.00      0.00
 1645.41  67871.59      0.32      0.00
 1656.07  67872.95      0.00      0.00
 1668.71  67871.99      0.00      0.00
 1647.48  67873.59      0.00      0.00
 1652.82  67875.15      0.00      0.00
 1583.68  67860.46      0.00      0.00
 1701.26  67875.28      0.32      0.00
 1670.61  67870.25      0.00      0.00
 1588.72  67872.25      0.00      0.00
 1651.63  67866.32      0.00      0.00
 1566.53  67831.88      0.00      0.00
 1763.35  67912.49      0.32      0.00
 1683.86  67872.87      0.00      0.00
 1654.67  67864.00      0.00      0.00
 1783.78  67874.39      0.00      0.00
 1683.92  67868.34      0.00      0.00
 1636.41  67872.06      0.32      0.00
 1572.63  67867.67      0.00      0.00
 1772.84  67849.63      0.00      0.00
 1553.23  67901.50      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1801.63  67872.21      0.00      0.00
  794.05  32179.22      0.00      0.00
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.83      0.00      0.83      0.00
    0.32      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
