    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1459.89  59508.87   1474.49  59966.32
 1599.82  65560.11   1740.81  71057.23
 1482.04  65035.15   1637.99  70267.90
 1489.11  66330.81   1556.67  68276.97
 1597.25  66773.63   1671.54  70512.60
 1543.30  66193.02   1648.39  69642.84
 1631.06  67755.71   1711.75  71774.25
 1670.26  65546.51   1788.16  69140.03
 1635.73  67363.68   1734.25  71147.92
 1547.20  67135.76   1652.74  70632.34
 1579.13  65949.58   1698.15  69430.16
 1585.69  66703.57   1704.55  70051.36
 1631.06  67020.42   1764.43  70957.70
 1581.08  66487.30   1680.51  70675.70
 1662.34  67444.23   1742.19  71851.39
 1636.87  67494.04   1790.78  70694.96
 1591.36  66467.02   1716.92  69589.93
 1567.11  66513.50   1680.78  70077.91
 1577.52  66157.23   1687.33  70163.61
 1534.78  66328.75   1597.51  70548.35
 1612.86  67495.68   1719.67  71602.54
 1712.50  67245.24   1790.11  71343.90
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1580.36  66593.06   1637.87  70695.23
 1563.22  65819.69   1658.74  69424.04
 1517.49  67563.13   1564.27  71462.93
 1567.67  66246.95   1658.45  69832.72
 1628.84  67280.34   1697.20  71290.74
 1578.93  67725.28   1648.51  71828.46
 1609.43  67440.29   1642.64  71405.60
 1556.69  67905.69   1620.70  72085.28
 1633.96  66317.51   1733.55  70123.26
 1521.67  66742.65   1593.59  70562.39
 1636.60  67882.21   1719.91  72036.54
 1585.03  67355.36   1678.02  71329.04
 1561.57  66936.40   1611.97  70768.65
 1586.76  67353.03   1661.75  71285.41
 1543.38  67879.90   1631.95  72051.85
 1449.98  64061.37   1494.86  68815.39
 1567.81  66771.23   1713.77  71943.43
 1580.82  67498.44   1620.43  72044.19
 1609.44  66532.91   1688.59  71366.66
 1494.59  67750.85   1573.54  72058.28
 1556.63  67394.12   1638.67  71578.69
 1464.11  65850.60   1548.28  70380.39
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1449.55  66144.17   1547.96  70698.54
  432.36  18814.31    432.84  19029.76
    0.32      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.83      0.00      0.83      0.00
    0.32      0.00      0.00      0.00
    0.00      0.00      0.32      0.00
