    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1492.26  59691.44      0.00      0.00
 1629.44  67867.16      0.00      0.00
 1639.96  67864.23      0.32      0.00
 1642.46  67860.07      0.84      0.00
 1648.59  67815.16      0.00      0.00
 1663.53  67862.58      0.00      0.00
 1638.13  67881.15      0.00      0.00
 1647.13  67868.68      0.00      0.00
 1656.26  67862.85      0.32      0.00
 1687.32  67876.85      0.00      0.00
 1677.60  67869.62      0.00      0.00
 1692.83  67872.76      0.00      0.00
 1709.11  67864.95      0.00      0.00
 1702.31  67878.36      0.32      0.00
 1432.95  67865.64      0.00      0.00
 1575.08  67868.00      0.00      0.00
 1645.36  67880.46      0.00      0.00
 1573.44  67867.72      0.00      0.00
 1492.63  67866.86      0.00      0.00
 1645.62  67883.80      1.15      0.00
 1646.30  67867.66      0.00      0.00
 1655.25  67868.20      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1624.02  67866.03      0.00      0.00
 1596.37  67879.29      0.00      0.00
 1636.95  67866.91      0.32      0.00
 1546.13  67875.98      0.00      0.00
 1618.13  67865.63      0.00      0.00
 1631.16  67878.78      0.00      0.00
 1597.26  67861.98      0.00      0.00
 1611.71  67868.91      0.00      0.00
  690.52  36725.31      0.32      0.00
    0.00     11.95      0.00      0.00
  520.41  25079.09      0.00      0.00
 1127.42  67870.13      0.00      0.00
 1510.03  67864.19      0.00      0.00
 1529.60  67877.28      0.32      0.00
 1637.23  67866.66      0.00      0.00
 1635.70  67863.22      0.00      0.00
 1635.39  67885.70      0.00      0.00
 1626.79  67871.11      0.00      0.00
 1589.01  67866.96      0.32      0.00
 1588.61  67870.53      0.00      0.00
 1610.42  67870.53      0.00      0.00
 1663.12  67862.22      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1643.56  67882.38      0.00      0.00
  609.18  24023.36      0.00      0.00
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.83      0.00      0.83      0.00
    0.32      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
