    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1219.51  60849.84   1040.19  57277.99
 1391.57  67881.66   1417.20  72059.18
 1165.44  67870.33   1152.12  72048.62
 1235.00  67839.95   1266.08  72041.79
 1240.13  67902.31   1198.62  72059.35
 1204.75  67862.49   1238.20  72042.48
 1251.61  67883.83   1363.93  72061.48
 1313.93  67854.06   1331.84  72031.35
 1409.50  67618.84   1433.70  71925.77
 1322.04  68136.19   1315.07  72185.07
 1355.02  67866.58   1428.74  72047.59
 1184.43  67870.50   1239.87  72048.07
 1173.60  67869.96   1240.26  72047.50
 1177.30  67861.98   1192.70  72049.51
 1118.45  67883.38   1173.90  72052.70
 1415.45  67859.01   1508.06  72036.61
 1742.82  67881.01   1852.45  72059.23
 1889.56  67871.80   2033.29  72041.15
 1939.69  67867.39   2056.85  72048.45
*** network params change on H4 ***
 1983.59  67872.14   2045.43  72053.50
  279.90  12178.25    988.12  29859.43
  294.86     47.88      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
  220.79   7182.22      5.77    119.70
  288.57    107.72      0.00      0.00
  230.54   8910.99    859.91  27141.95
  292.63    107.72      0.00      0.00
  270.72   6583.19    954.04  29061.79
  268.16   4416.95    286.78   8726.16
  269.88    885.62    744.44  21781.40
  255.31   6168.01   1128.18  36816.44
  122.49    299.25    482.16  11503.20
  190.42   3447.16   1107.23  36314.84
  188.11   5184.03   1646.53  58767.23
  243.45   3938.05   1916.42  65529.35
  191.75   3962.23   1765.56  72050.30
  162.35   4332.56   1729.87  72049.82
  154.51   4452.72   1763.23  72045.55
  159.01   4227.30   1777.63  72055.65
  166.25   4504.34   1737.34  72045.43
*** network params deleted on H4 ***
  168.44   4286.78   1753.00  72049.03
 1554.53  50119.52   1990.06  72053.53
 2051.93  67871.80   2129.63  72042.83
 1828.69  67847.45   2000.77  72025.07
 1842.83  67894.17   1949.65  72071.72
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1877.36  67872.08   1994.33  72050.66
 1905.45  67876.39   1972.24  72045.29
 1940.02  67866.37   2116.95  72043.68
 1836.80  67869.94   1985.22  72062.40
 1996.53  67861.15   2060.94  72041.83
 1843.35  67884.03   1882.52  72061.70
 1933.98  67858.21   2009.21  72037.97
 2051.92  67882.37   2106.63  72049.18
 1861.76  67868.00   1903.47  72057.38
 1866.20  67882.07   1951.49  72047.64
 1894.80  67871.32   2009.38  72048.94
 1837.02  67844.92   2010.16  72023.86
 1991.65  67889.99   2015.67  72070.97
 2036.22  67869.61   2116.67  70481.45
 2097.99  67869.28   2152.69  72061.66
 1962.63  67880.09   2210.29  72048.48
  450.16  16005.50    562.91  19623.52
    0.00      0.00      0.00      0.00
    0.32      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
