    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1106.60  56625.15    890.47  47997.56
 1072.38  66936.10   1088.89  70191.93
 1017.36  67117.65    997.46  70375.90
  749.28  64047.85    739.20  65794.06
  773.74  66187.13    827.32  68535.13
 1392.09  67354.28   1502.99  71727.43
  846.67  64271.20    925.00  67049.98
 1273.40  67499.38   1358.23  69775.72
 1161.86  67890.72   1204.97  71096.27
  946.34  67866.11    900.02  69960.01
  786.40  66784.66    901.36  67993.48
 1139.53  67869.32   1255.64  72051.24
 1097.37  67799.51   1130.37  72052.70
 1582.26  67945.85   1679.94  72051.81
 1943.80  67872.05   2104.86  70625.21
 1885.90  67864.20   2065.61  72033.09
 1990.44  67880.85   1990.42  72068.81
 2050.11  67863.19   2033.80  68982.67
 2046.50  67867.93   2139.86  72046.07
 1858.61  67865.11   1864.98  65510.01
 2036.09  67883.15   2090.14  72060.76
 2035.10  67785.45   2210.47  71952.45
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 2044.71  67870.56   2098.31  72048.09
 1831.32  66307.31   2032.96  71093.49
 1852.21  67876.96   1979.06  72067.59
 1979.32  67877.08   2018.70  72031.11
 2173.52  67866.18   2213.18  72052.81
 1919.43  67878.46   2054.68  72055.97
 2039.88  67872.74   2008.06  72042.11
 1942.81  67861.15   2063.94  72050.11
 1451.35  57957.95   1543.91  58448.92
    5.78     23.94      0.00     11.97
    0.00      0.00      0.00     11.97
    0.00     11.98      0.00     11.98
 1060.07  41646.14    961.45  48665.23
 1033.31  39954.13   1396.40  65725.53
   95.21      0.00    384.86  20404.03
   69.12      0.00   1891.57  72056.27
   95.44      0.00   1879.35  72054.96
  577.52  10551.64   1552.07  72031.74
 1983.95  67875.95   1881.87  72032.11
 1935.17  67862.72   2007.66  72065.97
 1977.08  67879.24   2039.68  72060.29
 2019.55  67867.31   2090.67  71565.86
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1859.13  67872.37   1990.46  72030.25
  399.64  12136.37    461.87  10042.65
    0.00      0.00      0.33      0.48
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    1.15      0.00      0.83      0.00
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
