    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1338.00  55310.91      0.00      0.00
 1599.69  66882.94      0.00      0.00
 1651.51  67875.30      1.16      0.00
 1629.90  67870.49      0.00      0.00
 1635.95  67861.31      0.00      0.00
 1649.56  67875.70      0.00      0.00
 1648.46  67866.10      0.00      0.00
 1622.63  67867.91      0.00      0.00
 1571.40  67879.69      0.32      0.00
 1683.07  67863.43      0.00      0.00
 1691.59  67873.39      0.00      0.00
 1817.46  67874.95      0.00      0.00
 1692.50  67877.43      0.00      0.00
 1661.70  67818.91      0.32      0.00
 1646.14  67908.90      0.00      0.00
 1650.96  67879.31      0.00      0.00
 1651.91  67871.01      0.00      0.00
 1656.55  67870.22      0.00      0.00
 1672.20  67871.49      0.83      0.00
 1652.33  67874.32      0.32      0.00
 1655.81  67859.74      0.00      0.00
 1656.84  67866.78      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1673.78  67882.91      0.00      0.00
 1631.94  67870.89      0.00      0.00
 1670.68  67870.99      0.32      0.00
 1652.73  67874.28      0.00      0.00
 1664.19  67859.56      0.00      0.00
 1641.45  67870.12      0.00      0.00
 1652.01  67881.73      0.00      0.00
 1680.26  67862.57      0.00      0.00
  895.66  48907.56      0.32      0.00
    0.00     23.96      0.00      0.00
    0.67      0.00      0.00      0.00
 2251.44  65730.69      0.00      0.00
 1963.56  67883.90      0.00      0.00
 1269.58  53747.84      0.32      0.00
 1015.31  14713.56      0.00      0.00
 1635.60  67847.51      0.00      0.00
 1666.20  67882.80      0.00      0.00
 1626.62  67881.78      0.00      0.00
 1663.34  67870.20      0.00      0.00
 1633.61  67872.24      0.32      0.00
 1616.88  67866.71      0.00      0.00
 1710.43  67879.17      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1658.89  67867.09      0.00      0.00
  527.05  21487.13      0.00      0.00
    0.00      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.83      0.00      0.83      0.00
    0.00      0.00      0.00      0.00
    0.32      0.00      0.32      0.00
    0.00      0.00      0.00      0.00
