    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1489.52  59494.41      0.00      0.00
 1584.86  65648.52      0.00      0.00
 1651.79  66972.87      1.15      0.00
 1639.91  67874.35      0.00      0.00
 1590.02  66189.73      0.00      0.00
 1679.28  67883.03      0.00      0.00
 1608.46  66047.82      0.00      0.00
 1639.70  67677.73      0.00      0.00
 1670.00  68018.68      0.32      0.00
 1632.58  67910.66      0.00      0.00
 1761.07  67855.42      0.00      0.00
 1680.66  67690.09      0.00      0.00
 1692.00  68073.03      0.00      0.00
 1718.22  67866.10      0.32      0.00
 1671.04  67875.84      0.00      0.00
 1638.50  67872.00      0.00      0.00
 1637.18  67870.03      0.00      0.00
 1658.31  67871.18      0.00      0.00
 1687.78  67868.31      0.83      0.00
 1603.30  67873.42      0.32      0.00
 1737.35  67856.23      0.00      0.00
 1605.58  67883.63      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1704.41  67873.02      0.00      0.00
 1600.18  67866.78      0.00      0.00
 1682.21  67850.13      0.32      0.00
 1660.67  67785.16      0.00      0.00
 1656.31  67977.83      0.00      0.00
 1598.49  67762.52      0.00      0.00
 1674.41  67988.44      0.00      0.00
 1670.23  67864.81      0.00      0.00
 1584.74  67870.18      0.32      0.00
 1680.62  67869.32      0.00      0.00
 1665.12  67879.08      0.00      0.00
 1493.40  67861.25      0.00      0.00
 1773.30  67870.64      0.00      0.00
 1687.42  67812.20      0.32      0.00
 1637.37  67927.96      0.00      0.00
 1623.53  67882.41      0.00      0.00
 1708.20  67859.97      0.00      0.00
 1590.15  67809.72      0.00      0.00
 1686.38  67939.82      0.00      0.00
 1691.12  67874.50      0.32      0.00
 1698.85  67871.98      0.00      0.00
 1676.06  67860.45      0.00      0.00
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1656.47  67867.75      0.00      0.00
  562.84  22538.60      0.00      0.00
    0.00      0.00      0.32      0.00
    0.33      0.48      0.00      0.00
    0.00      0.00      0.00      0.00
    0.00      0.00      0.00      0.00
    0.83      0.00      0.83      0.00
    0.32      0.00      0.00      0.00
    0.00      0.00      0.32      0.00
