    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1579.11  61477.31   1443.22  57811.08
 1486.79  67454.39   1572.32  71426.83
 1504.88  67601.99   1579.86  71415.18
 1405.98  67497.45   1489.60  71297.33
 1533.65  67875.09   1661.83  72053.83
 1485.15  67866.53   1598.72  72039.14
 1591.20  67680.88   1618.25  71718.86
 1462.76  67875.69   1503.30  72048.33
 1562.97  67858.02   1674.59  72036.74
 1486.74  67876.54   1462.50  71525.72
 1566.21  67852.01   1695.47  72029.57
 1529.82  67881.71   1604.90  72055.87
 1557.84  67884.74   1607.17  72064.21
 1548.88  67872.55   1652.48  72045.80
 1621.34  67868.58   1671.91  72051.56
 1575.16  67870.81   1669.55  72056.67
 1501.72  67881.40   1552.01  72043.32
 1614.65  67875.54   1702.76  71985.31
 1518.02  67868.77   1617.13  72112.45
 1547.01  67879.46   1635.03  72044.73
 1596.45  67869.62   1701.47  72055.54
 1616.62  67867.47   1715.74  72052.14
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1543.13  67575.81   1602.37  71736.50
 1607.77  68173.67   1675.05  72362.93
 1629.79  67868.83   1727.97  72028.81
 1448.42  67874.69   1519.51  72058.25
 1504.31  67899.59   1542.26  69571.57
 1312.55  67864.25   1409.84  71978.97
 1505.64  67889.73   1645.63  72125.79
 1648.64  67875.23   1722.77  72054.70
 1726.99  67880.05   1822.66  72043.90
 1653.64  67873.73   1717.38  72048.54
 1675.81  67859.06   1770.54  72054.11
 1667.83  67885.53   1773.20  72048.74
 1670.79  67852.38   1744.93  72040.18
 1639.87  67893.83   1791.11  72059.35
 1602.60  67865.26   1739.99  72052.17
 1721.98  67875.43   1811.12  72050.29
 1625.90  67851.79   1729.06  72048.72
 1666.27  67899.26   1828.72  72047.47
 1670.10  67867.95   1790.35  72052.35
 1653.45  67866.85   1763.92  72052.35
 1647.99  67815.78   1778.31  72051.51
 1680.69  67933.60   1742.40  72047.50
    sta1-wlan0          sta1-wlan1    
 Kbps in  Kbps out   Kbps in  Kbps out
 1685.50  67867.75   1804.54  72045.19
 1045.44  42910.07    902.82  36446.20
    0.00      0.00      0.32      0.00
    0.00      0.00      0.33      0.48
    0.00      0.00      0.00      0.00
    0.83      0.00      0.00      0.00
    0.00      0.00      0.83      0.00
    0.32      0.00      0.00      0.00
    0.00      0.00      0.32      0.00
